OID_,Value,EuropeCoun,EUcropPlus,HydroSoils,SlopeClass,CountryName,LandUse,SlopeClass,Manure added,Synthetic N applied,Sythetic P Applied,N Manure added,P Manure calculated,NUE,PUE,lucode,load_n,eff_n,crit_len_n,proportion_subsurface_n,load_p,eff_p,crit_len_p
136,137,13,100,2,2,Finland,Moss & Lichen (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0,0.53,137,0,0.05,200,0.9998,0,0.05,200
137,138,13,50,2,1,Finland,Built-up (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.54,0.81,138,0,0.13,200,0.9948,0,0.13,200
138,139,13,32,2,4,Finland,Non improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,0.27,0.05,0.69,0.75,139,0.085028939,0.19,200,1,0.012938061,0.19,200
139,140,13,10,2,4,Finland,Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.58,0.84,140,0,0.79,200,1,0,0.79,200
140,141,13,60,2,4,Finland,Bare/sparse vegetation (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.57,0.83,141,0,0.05,200,0.9862,0,0.05,200
141,142,13,90,2,4,Finland,Herbaceous Wetland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.61,0.92,142,0,0.4,200,0.9988,0,0.4,200
142,143,13,40,2,3,Finland,Cropland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,60.78,23.78,43.97,8.3,0.54,0.82,143,48.18405846,0.27,200,0.9751,5.773326711,0.27,200
143,144,13,40,2,2,Finland,Cropland (ESA),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,60.78,23.78,43.97,8.3,0.54,0.82,144,48.18405846,0.27,200,0.9742,5.773326711,0.27,200
144,145,13,100,2,3,Finland,Moss & Lichen (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0,0.53,145,0,0.05,200,0.9996,0,0.05,200
145,146,13,60,2,1,Finland,Bare/sparse vegetation (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.57,0.83,146,0,0.05,200,0.9776,0,0.05,200
146,147,13,80,3,1,Finland,Permanent water (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.64,0.95,147,0,0,200,0,0,0,200
147,148,13,10,3,1,Finland,Tree Cover (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.59,0.69,148,0,0.79,200,0.9905,0,0.79,200
148,149,13,80,3,2,Finland,Permanent water (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.64,0.95,149,0,0,200,0,0,0,200
149,150,13,10,3,3,Finland,Tree Cover (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.59,0.69,150,0,0.79,200,0.9915,0,0.79,200
150,151,13,32,3,3,Finland,Non improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,0.27,0.05,0.62,0.68,151,0.104229022,0.19,200,0.9993,0.016560718,0.19,200
151,152,13,50,3,2,Finland,Built-up (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.64,0.92,152,0,0.13,200,0.9697,0,0.13,200
152,153,13,60,3,3,Finland,Bare/sparse vegetation (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.6,0.71,153,0,0.05,200,0.9552,0,0.05,200
153,154,13,50,3,3,Finland,Built-up (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.92,154,0,0.13,200,0.9687,0,0.13,200
154,155,13,50,3,4,Finland,Built-up (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.64,0.92,155,0,0.13,200,0.9698,0,0.13,200
155,156,13,10,3,2,Finland,Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.59,0.69,156,0,0.79,200,0.9879,0,0.79,200
156,157,13,32,3,4,Finland,Non improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,0.27,0.05,0.62,0.68,157,0.104229022,0.19,200,0.9993,0.016560718,0.19,200
157,158,13,10,3,4,Finland,Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.59,0.69,158,0,0.79,200,0.9979,0,0.79,200
158,159,13,50,2,4,Finland,Built-up (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.54,0.81,159,0,0.13,200,0.9995,0,0.13,200
159,160,13,100,2,1,Finland,Moss & Lichen (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0,0.53,160,0,0.05,200,0.9998,0,0.05,200
160,161,13,10,2,5,Finland,Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.58,0.84,161,0,0.79,200,1,0,0.79,200
161,162,13,20,2,2,Finland,Shrubland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.63,0.92,162,0,0.62,200,0.9999,0,0.62,200
162,163,13,32,2,5,Finland,Non improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,0.27,0.05,0.69,0.75,163,0.085028939,0.19,200,1,0.012938061,0.19,200
163,164,13,80,2,4,Finland,Permanent water (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.56,0.81,164,0,0,200,0,0,0,200
164,165,13,32,3,2,Finland,Non improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,0.27,0.05,0.62,0.68,165,0.104229022,0.19,200,0.9992,0.016560718,0.19,200
165,166,13,50,3,1,Finland,Built-up (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.64,0.92,166,0,0.13,200,0.9704,0,0.13,200
166,167,13,100,2,5,Finland,Moss & Lichen (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0,0.53,167,0,0.05,200,0.9991,0,0.05,200
167,168,13,31,2,2,Finland,Non improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,168,0,0.09,200,1,0,0.09,200
168,169,13,31,2,3,Finland,Non improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,169,0,0.09,200,1,0,0.09,200
169,170,13,31,2,4,Finland,Non improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,170,0,0.09,200,1,0,0.09,200
170,171,13,31,2,1,Finland,Non improved grassland 0 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,171,0,0.09,200,1,0,0.09,200
171,172,13,90,3,1,Finland,Herbaceous Wetland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.65,1.03,172,0,0.4,200,0.9899,0,0.4,200
172,173,13,32,3,1,Finland,Non improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,0.27,0.05,0.62,0.68,173,0.104229022,0.19,200,0.9987,0.016560718,0.19,200
173,174,13,100,2,4,Finland,Moss & Lichen (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0,0.53,174,0,0.05,200,0.9992,0,0.05,200
174,175,13,50,2,5,Finland,Built-up (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.54,0.81,175,0,0.13,200,0.9993,0,0.13,200
175,176,13,80,2,5,Finland,Permanent water (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.56,0.81,176,0,0,200,0,0,0,200
176,177,13,80,3,3,Finland,Permanent water (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.95,177,0,0,200,0,0,0,200
177,178,13,100,3,3,Finland,Moss & Lichen (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0,0.38,178,0,0.05,200,0.9939,0,0.05,200
178,179,13,60,3,1,Finland,Bare/sparse vegetation (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.6,0.71,179,0,0.05,200,0.8948,0,0.05,200
179,180,13,90,3,3,Finland,Herbaceous Wetland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.65,1.03,180,0,0.4,200,0.9466,0,0.4,200
180,181,13,100,3,1,Finland,Moss & Lichen (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0,0.38,181,0,0.05,200,0.9942,0,0.05,200
181,182,13,100,3,2,Finland,Moss & Lichen (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0,0.38,182,0,0.05,200,0.9942,0,0.05,200
182,183,13,90,3,2,Finland,Herbaceous Wetland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.65,1.03,183,0,0.4,200,0.9614,0,0.4,200
183,184,13,31,3,3,Finland,Non improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.59,0.73,184,0,0.09,200,0.9991,0,0.09,200
184,185,13,20,2,3,Finland,Shrubland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.63,0.92,185,0,0.62,200,1,0,0.62,200
185,186,13,31,3,4,Finland,Non improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.59,0.73,186,0,0.09,200,0.9989,0,0.09,200
186,187,13,100,3,4,Finland,Moss & Lichen (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0,0.38,187,0,0.05,200,0.9933,0,0.05,200
187,188,13,31,3,2,Finland,Non improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.59,0.73,188,0,0.09,200,0.9987,0,0.09,200
188,189,13,31,3,1,Finland,Non improved grassland 0 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.59,0.73,189,0,0.09,200,0.9989,0,0.09,200
189,190,13,32,3,5,Finland,Non improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,0.27,0.05,0.62,0.68,190,0.104229022,0.19,200,0.9993,0.016560718,0.19,200
190,191,13,20,3,3,Finland,Shrubland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.62,0.63,191,0,0.62,200,0.9984,0,0.62,200
191,192,13,80,3,4,Finland,Permanent water (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.64,0.95,192,0,0,200,0,0,0,200
192,193,13,20,3,4,Finland,Shrubland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.62,0.63,193,0,0.62,200,0.9983,0,0.62,200
193,194,13,20,2,4,Finland,Shrubland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.63,0.92,194,0,0.62,200,1,0,0.62,200
194,195,13,20,3,2,Finland,Shrubland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.62,0.63,195,0,0.62,200,0.9979,0,0.62,200
195,196,13,20,2,1,Finland,Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.63,0.92,196,0,0.62,200,0.9998,0,0.62,200
196,197,34,40,2,1,Norway,Cropland (ESA),<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,91.24,36.6,43.54,8.22,0.54,0.82,197,61.99715771,0.27,200,0.9813,8.065989905,0.27,200
197,198,13,20,3,1,Finland,Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.62,0.63,198,0,0.62,200,0.9953,0,0.62,200
198,199,34,40,3,1,Norway,Cropland (ESA),<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,91.24,36.6,43.54,8.22,0.63,0.87,199,49.86727903,0.27,200,0.8778,5.825437153,0.27,200
199,200,34,40,2,3,Norway,Cropland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,91.24,36.6,43.54,8.22,0.54,0.82,200,61.99715771,0.27,200,0.9754,8.065989905,0.27,200
200,201,13,90,3,4,Finland,Herbaceous Wetland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.65,1.03,201,0,0.4,200,0.9405,0,0.4,200
201,202,13,10,3,5,Finland,Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.59,0.69,202,0,0.79,200,0.9986,0,0.79,200
202,203,13,60,3,2,Finland,Bare/sparse vegetation (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.6,0.71,203,0,0.05,200,0.9195,0,0.05,200
203,204,13,60,3,4,Finland,Bare/sparse vegetation (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.6,0.71,204,0,0.05,200,0.9582,0,0.05,200
204,205,51,60,3,3,Russia(part),Bare/sparse vegetation (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.6,0.71,205,0,0.05,200,0,0,0.05,200
205,206,51,80,3,1,Russia(part),Permanent water (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.64,0.95,206,0,0,200,0,0,0,200
206,207,51,60,3,1,Russia(part),Bare/sparse vegetation (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.6,0.71,207,0,0.05,200,0.074,0,0.05,200
207,208,51,60,3,2,Russia(part),Bare/sparse vegetation (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.6,0.71,208,0,0.05,200,0.0017,0,0.05,200
208,209,51,100,3,3,Russia(part),Moss & Lichen (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0,0.38,209,0,0.05,200,0.9942,0,0.05,200
209,210,51,100,3,2,Russia(part),Moss & Lichen (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0,0.38,210,0,0.05,200,0.9948,0,0.05,200
210,211,51,80,2,2,Russia(part),Permanent water (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.56,0.81,211,0,0,200,0,0,0,200
211,212,51,80,2,1,Russia(part),Permanent water (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.56,0.81,212,0,0,200,0,0,0,200
212,213,51,32,3,1,Russia(part),Non improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,213,11.22305569,0.19,200,0.7282,1.783206464,0.19,200
213,214,51,32,3,2,Russia(part),Non improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,214,11.22305569,0.19,200,0.1768,1.783206464,0.19,200
214,215,51,32,3,3,Russia(part),Non improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,215,11.22305569,0.19,200,0,1.783206464,0.19,200
215,216,51,100,3,4,Russia(part),Moss & Lichen (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0,0.38,216,0,0.05,200,0.9931,0,0.05,200
216,217,51,100,3,5,Russia(part),Moss & Lichen (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0,0.38,217,0,0.05,200,0.9925,0,0.05,200
217,218,51,80,2,4,Russia(part),Permanent water (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.56,0.81,218,0,0,200,0,0,0,200
218,219,51,32,3,4,Russia(part),Non improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,219,11.22305569,0.19,200,0,1.783206464,0.19,200
219,220,51,32,3,5,Russia(part),Non improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,220,11.22305569,0.19,200,0.8161,1.783206464,0.19,200
220,221,51,10,3,1,Russia(part),Tree Cover (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.59,0.69,221,0,0.79,200,0.98,0,0.79,200
221,222,51,80,2,3,Russia(part),Permanent water (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.56,0.81,222,0,0,200,0,0,0,200
222,223,51,10,3,2,Russia(part),Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.59,0.69,223,0,0.79,200,0.9694,0,0.79,200
223,224,51,80,2,5,Russia(part),Permanent water (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.56,0.81,224,0,0,200,0,0,0,200
224,225,51,10,3,3,Russia(part),Tree Cover (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.59,0.69,225,0,0.79,200,0.9663,0,0.79,200
225,226,51,80,3,4,Russia(part),Permanent water (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.64,0.95,226,0,0,200,0,0,0,200
226,227,51,80,3,3,Russia(part),Permanent water (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.95,227,0,0,200,0,0,0,200
227,228,51,80,3,2,Russia(part),Permanent water (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.64,0.95,228,0,0,200,0,0,0,200
228,229,51,60,3,4,Russia(part),Bare/sparse vegetation (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.6,0.71,229,0,0.05,200,0.5202,0,0.05,200
229,230,51,100,3,1,Russia(part),Moss & Lichen (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0,0.38,230,0,0.05,200,0.9951,0,0.05,200
230,231,51,80,3,5,Russia(part),Permanent water (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.64,0.95,231,0,0,200,0,0,0,200
231,232,51,60,2,1,Russia(part),Bare/sparse vegetation (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.57,0.83,232,0,0.05,200,0.9845,0,0.05,200
232,233,51,60,2,2,Russia(part),Bare/sparse vegetation (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.57,0.83,233,0,0.05,200,0.9834,0,0.05,200
233,234,51,60,2,3,Russia(part),Bare/sparse vegetation (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.57,0.83,234,0,0.05,200,0.9853,0,0.05,200
234,235,51,60,2,4,Russia(part),Bare/sparse vegetation (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.57,0.83,235,0,0.05,200,0.9852,0,0.05,200
235,236,51,60,3,5,Russia(part),Bare/sparse vegetation (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.6,0.71,236,0,0.05,200,0.9437,0,0.05,200
236,237,51,32,2,4,Russia(part),Non improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,237,9.155650691,0.19,200,1,1.39313005,0.19,200
237,238,51,100,2,4,Russia(part),Moss & Lichen (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0,0.53,238,0,0.05,200,0.9994,0,0.05,200
238,239,51,32,2,3,Russia(part),Non improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,239,9.155650691,0.19,200,1,1.39313005,0.19,200
239,240,51,100,2,3,Russia(part),Moss & Lichen (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0,0.53,240,0,0.05,200,0.9996,0,0.05,200
240,241,51,32,2,2,Russia(part),Non improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,241,9.155650691,0.19,200,1,1.39313005,0.19,200
241,242,51,32,2,1,Russia(part),Non improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,242,9.155650691,0.19,200,1,1.39313005,0.19,200
242,243,51,32,2,5,Russia(part),Non improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,243,9.155650691,0.19,200,1,1.39313005,0.19,200
243,244,51,10,2,5,Russia(part),Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.58,0.84,244,0,0.79,200,1,0,0.79,200
244,245,51,10,2,3,Russia(part),Tree Cover (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.58,0.84,245,0,0.79,200,0.9999,0,0.79,200
245,246,51,10,2,1,Russia(part),Tree Cover (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.58,0.84,246,0,0.79,200,0.9998,0,0.79,200
246,247,51,10,2,4,Russia(part),Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.58,0.84,247,0,0.79,200,1,0,0.79,200
247,248,51,60,2,5,Russia(part),Bare/sparse vegetation (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.57,0.83,248,0,0.05,200,0.982,0,0.05,200
248,249,51,100,2,5,Russia(part),Moss & Lichen (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0,0.53,249,0,0.05,200,0.999,0,0.05,200
249,250,51,100,2,1,Russia(part),Moss & Lichen (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0,0.53,250,0,0.05,200,0.9997,0,0.05,200
250,251,51,100,2,2,Russia(part),Moss & Lichen (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0,0.53,251,0,0.05,200,0.9997,0,0.05,200
251,252,51,90,3,1,Russia(part),Herbaceous Wetland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.65,1.03,252,0,0.4,200,0.9918,0,0.4,200
252,253,51,90,2,1,Russia(part),Herbaceous Wetland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.61,0.92,253,0,0.4,200,0.9993,0,0.4,200
253,254,51,90,2,2,Russia(part),Herbaceous Wetland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.61,0.92,254,0,0.4,200,0.999,0,0.4,200
254,255,51,10,2,2,Russia(part),Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.58,0.84,255,0,0.79,200,0.9998,0,0.79,200
255,256,51,90,2,3,Russia(part),Herbaceous Wetland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.61,0.92,256,0,0.4,200,0.9988,0,0.4,200
256,257,51,90,3,2,Russia(part),Herbaceous Wetland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.65,1.03,257,0,0.4,200,0.9731,0,0.4,200
257,258,51,90,3,3,Russia(part),Herbaceous Wetland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.65,1.03,258,0,0.4,200,0.9728,0,0.4,200
258,259,51,10,3,4,Russia(part),Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.59,0.69,259,0,0.79,200,0.9563,0,0.79,200
259,260,51,10,3,5,Russia(part),Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.59,0.69,260,0,0.79,200,0.9978,0,0.79,200
260,261,51,90,2,4,Russia(part),Herbaceous Wetland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.61,0.92,261,0,0.4,200,0.9996,0,0.4,200
261,262,51,90,2,5,Russia(part),Herbaceous Wetland (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.61,0.92,262,0,0.4,200,0.9997,0,0.4,200
262,263,51,70,2,4,Russia(part),Snow & Ice (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.12,0.24,263,0,0.05,200,0.9792,0,0.05,200
263,264,51,50,2,1,Russia(part),Built-up (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.54,0.81,264,0,0.13,200,0.9959,0,0.13,200
264,265,51,20,2,4,Russia(part),Shrubland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.63,0.92,265,0,0.62,200,0.9998,0,0.62,200
265,266,51,20,2,1,Russia(part),Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.63,0.92,266,0,0.62,200,0.9983,0,0.62,200
266,267,51,31,2,3,Russia(part),Non improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,267,0,0.09,200,1,0,0.09,200
267,268,51,31,2,1,Russia(part),Non improved grassland 0 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,268,0,0.09,200,1,0,0.09,200
268,269,51,31,2,2,Russia(part),Non improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,269,0,0.09,200,1,0,0.09,200
269,270,51,31,2,4,Russia(part),Non improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,270,0,0.09,200,1,0,0.09,200
270,271,51,31,2,5,Russia(part),Non improved grassland 0 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,271,0,0.09,200,1,0,0.09,200
271,272,51,20,2,3,Russia(part),Shrubland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.63,0.92,272,0,0.62,200,0.9986,0,0.62,200
272,273,51,20,2,5,Russia(part),Shrubland (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.63,0.92,273,0,0.62,200,0.9999,0,0.62,200
273,274,51,70,2,1,Russia(part),Snow & Ice (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.12,0.24,274,0,0.05,200,0.9792,0,0.05,200
274,275,51,20,2,2,Russia(part),Shrubland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.63,0.92,275,0,0.62,200,0.9981,0,0.62,200
